"Product-Title: Girl V Neck Pullover","Damski sweter V-neck"
"Product-Title: Girl V Neck Sweater","Damska bluza V-neck"
"Product-Title: Girl Zipper","Damska bluza na zamek błyskawiczny"
"Product-Title: Girly","Damski T-shirt"
"Product-Title: Glass","Szkło"
"Product-Title: Gloves","Rękawiczki"
"Product-Title: Goblet","Goblet"
"Product-Title: Hair Clip","Spinka do włosów"
"Product-Title: Headphones","Słuchawki"
"Product-Title: Heels","Obcasy"
"Product-Title: Hip Bag","Torba na biodra"
"Product-Title: Hipbag","Torba na biodra"
"Product-Title: Hooded Cardigan","Cadrigan z kapturem"
"Product-Title: Hooded College Jacket","Kurtka bejsbolówka z kapturem"
"Product-Title: Hooded Girl Shirt","Damska koszula z kapturem"
"Product-Title: Hooded Shirt","Koszula z kapturem"
"Product-Title: Hoodie","Bluza z kapturem"
"Product-Title: Hotpants","Panty"
"Product-Title: Ice Mould","Ice Mould"
"Product-Title: Jacket","Kurtka"
"Product-Title: Jeans Jacket","Kurtka jeansowa"
"Product-Title: Jeans","Jeansy"
"Product-Title: Jersey","Jersey"
"Product-Title: Jigsaw Puzzle","Jigsaw Puzzle"
"Product-Title: Jumpsuit","Kombinezony"
"Product-Title: Keychain","Brelok"
"Product-Title: Lamp","Lamp"
"Product-Title: Laptop Bag","Torba na laptop"
"Product-Title: Laptop Case","Etui na laptop"
"Product-Title: Leather Jacket","Kurtka skórzana"
"Product-Title: Leggings","Leggingsy"
"Product-Title: Long Beanie","Długie beanie"
"Product-Title: Longsleeve","Longsleeve"
"Product-Title: Magazine","Czasopismo"
"Product-Title: Magnet","Magnet"
"Product-Title: Mesh Shorts","Mesh shorts"
"Product-Title: Money Box","Money Box"
"Product-Title: Mousepad","Mousepad"
"Product-Title: Mug","Kubek"
"Product-Title: Necklace","Naszyjnik"
"Product-Title: Notebook","Notatnik"
"Product-Title: Panties","Majtki"
"Product-Title: Pants","Spodnie"
"Product-Title: Patch","Naszywka"
"Product-Title: Peeptoes","Peeptoes"
"Product-Title: Pen & Pen Topper","Pen & Pen Topper"
"Product-Title: Pen Topper","Pen Topper"
"Product-Title: Pen","Pen"
"Product-Title: Pencil Case","Piórnik"
"Product-Title: Piercing","Piercing"
"Product-Title: Pillow","Poduszka"
"Product-Title: Plectra","Kostki gitarowe"
"Product-Title: Plectrum Set","Zestaw kostek gitarowych"
"Product-Title: Plectrum","Kostka gitarowa"
"Product-Title: Polo","Polo"
"Product-Title: Pool Float","Pool Float"
"Product-Title: Poster","Plakat"
"Product-Title: Pullover","Sweter"
"Product-Title: Ring Stand","Ring Stand"
"Product-Title: Ring","Pierścionek"
"Product-Title: Sandal","Sandały"
"Product-Title: Scarf","Szalik"
"Product-Title: Shirt","Koszula"
"Product-Title: Shoes","Buty"
"Product-Title: Shorts","Szoty"
"Product-Title: Shot Glass","Kieliszek"
"Product-Title: Shot Glasses","Shot Glasses"
"Product-Title: Skate Deck","Skateboard deck"
"Product-Title: Skatedeck","Skateboard deck"
"Product-Title: Skirt","Spódnica"
"Product-Title: Slipmat","Slipmata"
"Product-Title: Socks","Skarpetki"
"Product-Title: Soft Toy","Miękka zabawka"
"Product-Title: Sticker","Naklejka"
"Product-Title: Stress Controller","Stress controller"
"Product-Title: Sunglasses","Okulary przeciwsłoneczne"
"Product-Title: Sweat Pants","Spodnie dresowe"
"Product-Title: Sweater","Bluza"
"Product-Title: Swimsuit","Strój kąpielowy"
"Product-Title: T-Shirt","T-shirt"
"Product-Title: Tank","Tanktop"
"Product-Title: Tapestry","Tapestry"
"Product-Title: Tea Cup + Saucer","Tea Cup + Saucer"
"Product-Title: Tights","Tights"
"Product-Title: Top","Top"
"Product-Title: Top","Top"
"Product-Title: Torch","Torch"
"Product-Title: Tote Bag","Torba materiałowa"
"Product-Title: Towel","Ręcznik"
"Product-Title: Toy","Zabawka"
"Product-Title: Track Jacket","Kurtka sportowa"
"Product-Title: Tracksuit","Dres"
"Product-Title: Travel Bag","Torba podróżna"
"Product-Title: Travel Mug","Kubek podróżny"
"Product-Title: Trinket Box","Trinket Box"
"Product-Title: Truck","Truck"
"Product-Title: Umbrella","Parasol"
"Product-Title: Underwear","Bielizna"
"Product-Title: V Neck Girly","Damski V-neck"
"Product-Title: V Neck Longsleeve","V-neck longsleeve"
"Product-Title: V Neck Pullover","Sweter V-neck"
"Product-Title: V Neck Sweater","Bluza V-neck"
"Product-Title: V Neck T-Shirt","V-neck T-shirt"
"Product-Title: Vest","Kamizelka"
"Product-Title: Vinyl","Winyl"
"Product-Title: Voucher","Voucher"
"Product-Title: Wall Shelf","Wall Shelf"
"Product-Title: Wallet","Portfel"
"Product-Title: Washing Glove","Rękawice do mycia"
"Product-Title: Watch","Zegarek"
"Product-Title: Wheels","Koła"
"Product-Title: Windbreaker","Wiatrówka"
"Product-Title: Wrapping Paper","Papier do pakowania"
"Product-Title: Wristband","Opaska na nadgarstek"
"Product-Title: Writing Set","Writing Set"
"Product-Title: Zip Holder","Zip holder"
"Product-Title: Zipper","Bluza na zamek błyskawiczny"
"Product-Title: iPhone 4 Case","Obudowa na iPhone 4"
"Product-Title: iPhone 4/4S Case","Obudowa na iPhone 4/4S"
"Product-Title: iPhone 5 Case","Obudowa na iPhone 5"
"Product-Title: iPod Classic Skin","Obudowa na iPod Classic"
