"I want to generate an invoice for the company","Haluan luoda laskun yritykselle"
"I want to receive a newsletter","Haluan vastaanottaa uutiskirjeen"
"I want to receive a newsletter","ja hyväksyn ehdot."
"If you need assistance you can drop {link}.","Jos tarvitset apua voit jättää {link}."
"In sale","Alennuksessa"
"In stock & shippable","Varastossa & Toimitettavissa"
"Instant Checkout","Heti kassalle "
"Internal Server Error 500","Internal Server Error 500"
"Invalid characters.","Sisältää kiellettyjä merkkejä. "
"Italian","italia"
"Italy","Italia"
"Items ordered","Tilatut tuotteet"
"Kidswear","Lastenvaatteet"
"Last name","Sukunimi"
"Last update","Viimeksi päivitetty"
"Latest","Viimeisin"
"Latest","Viimeisin"
"Leave us a 50 words review and win one of three {voucher} vouchers each month.","Jätä meille 50 sanan mittainen arvostelu ja voita yksi kolmesta {voucher} alennuskupongista joka kuukausi. "
"Legal notice","Virallinen huomautus"
"Limited","Rajoitettu erä"
"Load more","Lataa lisää"
"Log in to your account","Kirjaudu sisään tunnuksella"
"Log in","Kirjaudu sisään "
"Login to your account","Kirjaudu sisään tunnukselle"
"Login with Facebook","Kirjaudu Facebookilla"
"Logout of Facebook","Kirjaudu ulos Facebookista"
"Logout","Kirjaudu ulos"
"Magazine","Lehti"
"Male","Mies"
"Men's fashion","Miesten muoti"
"More info's","Lisää tietoja"
"My Account","Omat sivut"
"My Recently viewed products","Viimeksi katsomani tuotteet"
"My account","Omat sivut "
"My addresses","Oma osoite"
"My addresses","Omat osoitteeni"
"My coupons","Oma kuponki"
"My loyalty card","Oma kanta-asiakkuus "
"My newsletter","Oma uutiskirje"
"My order","Oma tilaus"
"My orders","Omat tilaukset"
"My product reviews","Omat arvostelut"
"My product-alerts","Omat tuotehälytykset "
"My profile","Oma profiili"
"Name must have at least 2 letters.","Nimessä pitää olla väh. 2 kirjainta. "
"Name must have at least 3 letters.","Nimessä pitää olla väh. 3 kirjainta."
"New Luma Yoga Collection","Uusi Luma Yoga mallisto"
"New address","Uusi osoite"
"New password *","Uusi salasana *"
"New","Uusi"
"Newsletter","Uutiskirje"
"No informations","Ei tietoja"
"No orders yet","Ei tilauksia"
"No products found!","Ei tuotteita! "
"No products yet","Ei vielä tuotteita"
"No results found","Ei tuloksia"
"No results were found.","Emme löytäneet tuloksia. "
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","Ei arvosteluja. Älä epäröi kertoa mielipidettäsi ja jakaa ensimmäistä arvostelua!"
"Not available in time","Ei saatavilla ajankohtana"
"Not yet an account?","Etkö ole rekisteröitynyt?"
"Notice","Huom"
"Oh great, you are already subscribed","Mahtavaa, olet jo rekisteröitynyt"
"Only a few left","Vain muutama kappale jäljellä"
"Only alphanumeric characters are allowed.","Vain numerot ja kirjaimet sallittuja"
"Open menu","Avaa valikko"
"Open microcart","Avaa ostoskori"
"Open my account","Avaa omat sivut"
"Open search panel","Avaa hakukenttä"
"Open wishlist","Avaa toivelista"
"Order ID","Tilausnumero"
"Order Summary","Tilauksen yhteenveto"
"Order confirmation","Order confirmation"
"Order","Tilaus"
"Order-Review","Tilaus-Esikatselu"
"Orders","Orders"
"Our {department}","Meidän {department}"
"Participate now!","Osallistu nyt!"
"Password has successfully been changed","Salasanasi on vaihdettu onnistuneesti"
"Password must have at least 8 letters.","Salasanassa pitää olla väh. 8 kirjainta."
"Password","Salasana"
"Passwords must be identical","Salasanojen täytyy täsmätä"
"Passwords must be identical.","Salasanojen täytyy täsmätä."
"Payment method","Maksutapa"
"Payment","Maksu"
"Payments & Shipping","Maksutiedot & Toimitus"
"Pcs.","Pcs."
"Personal Details","Henkilötiedot"
"Phone Number","Puhelinnumero"
"Phone number may be needed by carrier","Puhelinnumeroa saatetaan tarvita kuljetuksessa"
"Place the order","Aseta tilaus"
"Please change Your search criteria and try again.","Muuta hakukriteerejä ja yritä uudelleen"
"Please check if all data are correct","Tarkista, että tiedot ovat oikein"
"Please confirm order you placed when you was offline","Vahvista offline tilassa tekemäsi tilaus"
"Please provide valid e-mail address.","Tarkista sähköpostiosoitteesi"
"Please try again or contact our customer-support.","Yritä uudelleen tai ota yhteyttä asiakaspalveluumme."
"Please wait","Odota hetki"
"Postcode","Postinumero"
"Preorder","Ennakkotilaus"
"Price (High to low)","Hinta (Korkein ensin)"
"Price (Low to high)","Hinta (Edullisin ensin)"
"Price","Hinta"
"Price","Hinta"
"Price: High to low","Hinta: Korkein ensin"
"Price: Low to high"," Hinta: Edullisin ensin"
"Privacy Policy","Tietosuojaseloste"
"Product Name","Tuotteen nimi"
"Product details","Tuotteen tiedot"
"Product details","Tuotteen tiedot"
"Productdetails","Tuotetiedot"
"Products","Tuotteet"
"Purchase","Ostotapahtuma"
"Qty","lkm. "
"Quantity","Lukumäärä"
"Read less","Piilota teksti"
"Read more","Lue lisää"
"Register an account","Luo uusi tunnus"
"Register now","Rekisteröidy nyt "
"Register with Facebook","Rekisteröidy Facebookin kautta"
"Register","Rekisteröidy"
"Release date","Julkaisupäivä"
"Remake order","Muuta tilaustasi"
"Remember me","Muista minut"
"Remove discount code","Poista alennuskoodi"
"Remove from compare","Poista vertailu"
"Remove","Poista"
"Repeat new password *","Toista salasana uudelleen *"
"Repeat password","Toista salasana"
"Request size","Ehdota kokoa"
"Reset password","Aseta uusi salasana"
"Resetting the password ...","Asetetaan uutta salasanaa ..."
"Return Instructions","Palautusohjeet"
"Return Policy","Palautuskäytäntö"
"Return to log in","Palaa kirjautumiseen"
"Return to shopping","Palaa ostoksille"
"Returns","Palautukset"
"Review order","Arvostele tilauksesi"
"Review order","Arvostele tilauksesi"
"Review your order #{orderId}","Arvostele tilaus #{orderId}"
"Review","Arvostelu"
"Reviewrating: 1","1 - Erittäin huono"
"Reviewrating: 2","2 - Huono"
"Reviewrating: 3","3 - Tyydyttävä"
"Reviewrating: 4","4 - Hyvä"
"Reviewrating: 5","5 - Erittäin hyvä"
"Reviews","Arvostelut"
"SKU","SKU"
"Safety","Turvallisuus"
"Sale","Ale"
"Save address","Tallenna osoitteesi"
"Search","Hae"
"Searched term should consist of at least 3 characters.","Haun pitää sisältää väh. 3 kirjainta."
"See details","Lisää tietoja "
"See our bestsellers","Eniten myydyt tuotteet"
"Select No","Valitse Ei "
"Select Yes","Valitse Kyllä"
"Select color","Valitse väri"
"Select size","Valitse koko"
"Ship to my default address","Toimitus osoitteeseen "
"Shipment tracking","Tilauksen seuranta"
"Shipping address","Toimitusosoite"
"Shipping method","Toimitustapa"
"Shipping","Toimitus"
"Shopping cart","Ostoskori"
"Shopping summary","Tilauksen tiedot"
"Show less","Palauta teksti"
"Show subcategories","Näytä alakategoriat"
"Sign up to our newsletter and receive a coupon for 10% off!","Tilaa uutiskirje ja vastaanota 10% alennus! "
"Similar bands:","Samankaltaiset yhtyeet:"
"Similar products","Samankaltaiset tuotteet"
"Similar products","Samankaltaiset tuotteet"
"Size Chart","Kokokartta"
"Size guide","Koko-opas "
"Size requested","Pyydetty koko"
"Size","Koko"
"Size","Koko"
"Something went wrong ...","Jokin meni vikaan ..."
"Sorry  but you don't have any orders yet.
"Sorry but this competition is already over.
"Sort by","Lajittele"
"Special Offer","Erikoistarjous"
"State / Province","Maakunta"
"Status","Tila"
"Store locator","Paikannin"
"Street *","Katuosoite *"
"Street","Katuosoite *"
"Subscribe to the newsletter and receive a coupon for 10% off","Tilaa uutiskirje ja vastaanota 10% alennus! "
"Subscribe","Tilaa"
"Subtotal","Välisumma"
"Swap navigation","Swap navigation"
"Switch store","Vaihda näkymä"
"Tax ID *","Verotunnistenumero (Tax ID) *"
"Tax ID must have at least 3 letters.","Verotunnistenumerossa pitää olla väh. 3 kirjainta. "
"Tax identification number *","Verotunnistenumero (Tax ID) *"
"Tax identification number must have at least 3 letters.","Verotunnistenumerossa pitää olla väh. 3 kirjainta. "
"Tax","Vero"
"Telephone","Puhelin"
"Terms and Conditions","Käyttöehdot"
"Thank you for your purchase!","Kiitos tilauksesta!"
"Thank you","Kiitos, sähköposti lähetetty onnistuneesti! "
"Thank you. We successfully received your data and will inform you about further steps.","Kiitos. Olemme vastaanottaneet tiedot ja pidämme sinut ajan tasalla."
"The model","Malli"
"The new account will be created with the purchase. You will receive details on e-mail.","Uusi käyttäjä luodaan oston yhteydessä. Saat lisätietoja tästä sähköpostiisi. "
"The server order id has been set to","Serverin tilausnumero on asetettu. "
"There are no addresses yet.","Ei vielä osoitetietoja."
"There was an error while removing your coupon code. Please try again.","Virhe poistaessa kupongin koodia. Yritä uudelleen."
"There was an unexpected error. Please check your entered data and try again.","There was an unexpected error. Please check your entered data and try again."
"These are your recent orders. Click for more details and options.","Tässä viimeisimmät tilauksesi. Klikkaa tästä saadaksesi lisätietoja."
"This is a merch product of the above-named band. We want to point out that the article description is a paraphrasing specification in consideration of the imprinted motif.","Tämä on yllämainitun bändin/yhtyeen merch-tuote. Haluamme huomauttaa, että artikkelin kuvaus on muuttuva määritelmä ottaen huomioon painettu aihe."
"This is not a valid postcode. Format: {code}","Virheellinen postinumero. Format: {code}"
"This isn't a valid field value.","Virheellinen arvo."
"This product is out of stock.","Tuote on loppuunmyyty."
"Toggle password visibility","Näytä salasana"
"Track my order","Tilauksen seuranta"
"Type what you are looking for...","Kirjoita mitä olet hakemassa.."
"Type your opinion","Kirjoita mielipiteesi"
"Type","Kirjoita"
"Unfortunately we can't find the page you are looking for.","Valitettavasti emme löytäneet hakemaasi sivua."
"United States","Amerikan yhdysvallat"
"Unset {{label}} filter","Unset {{label}} filter"
"Update my preferences","Päivitä asetukset"
"Update my profile","Päivitä profiili"
"Update my shipping details","Päivitä postitustiedot"
"Use a valid date.","Käytä oikeaa päivämäärää"
"Use as my default billing address","Aseta oletusosoitteeksi"
"Use as my default shipping address","Käytä oletusosoitteena"
"Use my billing data","Käytä laskutustietojani"
"Use my company's address details","Aseta yrityksen osoitetiedot"
"Use my company's address details","Käytä yrityksen osoitetietoja"
"VAT number","ALV-numero"
"Value","Arvo"
"View all {department}","Näytä lisää {department}"
"View all","Näytä lisää"
"View order","Näytä tilaus"
"We are going to reach out to you as soon as possible.","Otamme sinuun yhteyttä mahdollisimman pian."
"We are sorry you failed multiple times. You can contact our support for help.","Olemme pahoillamme, että virhe tapahtui monta kertaa. Olethan yhteydessä asiakaspalveluumme."
"We are using cookies to give you the best experience on our site.","Käytämme verkkosivustollamme evästeitä käyttäjäkokemuksen parantamiseksi."
"We can't find the page","Emme löytäneet hakemaasi sivua."
"We found other products you might like","Löysimme tuotteita, joista saatat pitää. "
"We will send you details regarding the order","Lähetämme sinulle tiedot koskien tilaustasi."
"We will send you the invoice to given e-mail address","Lähetämme laskun annettuun sähköpostiosoitteeseen."
"We've noticed Internal Server Error while rendering this request.","Havaitsimme virheen (ISE) pyyntöä käsitellessä. "
"We've sent password reset instructions to your email. Check your inbox and follow the link.","Lähetimme salasanan vaihtoon vaadittavat ohjeet annettuun sähköpostiosoitteeseen. Tarkista saapuneet sähköpostit ja seuraa linkkiä. "
"What we can improve?","Mitä voisimme kehittää?"
"Which size fits me?","Mikä koko sopii minulle?"
"Wishlist","Toivelista"
"Women fashion","Naisten muoti"
"Write a product review of your last orders products.","Kirjoita tuotearvostelu viimeisimmästä tilauksestasi."
"Write a review and get a {voucher} voucher!","Kirjoita arvostelu ja saa {voucher} alennuskuponki!"
"You are logged in as","Kirjautunut käyttäjänä"
"You are offline","Olet offline-tilassa. Sivusto saattaa toimia rajoitetusti. "
"You aren't subscribed to any product alerts.","Et ole tilannut vielä tuotehälytyksiä. "
"You can also use {link} to find anything you were looking for.","Voit seurata linkkiä {link} ja löytää hakemasi asian. "
"You can find us on","Löydät meidät myös"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data","Voit kirjautua tilillesi käyttämällä aiemmin määritettyä sähköpostia ja salasanaa. Tililläsi voit <b> muokata profiilitietojasi </b> tarkistaa <b> tilaushistorian."
"You can manage your subscription in your {account-settings}.","Voit hallita tilauksiasi {account-settings}."
"You have been successfully subscribed to our newsletter!","Olet tilannut uutiskirjeemme onnistuneesti!"
"You have been successfully unsubscribed from our newsletter!","Uutiskirjeen tilaus poistettu onnistuneesti!"
"You have no items to compare.","Sinulla ei ole tuotteita vertailussa."
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","Tilauksen lähetys onnistui. Voit tarkistaa tilauksesi tilan <b> toimituksen tila </b> -ominaisuuden avulla. Saat tilauksen vahvistuksesta sähköpostin, joka sisältää tiedot tilauksestasi ja linkin, jolla voit seurata tilauksen etenemistä."
"You may like these too","Saatat pitää myös näistä"
"You must accept the terms and conditions.","Sinun täytyy hyväksyä käyttöehdot."
"You successfully subscribed yourself to this products stock notifications. You will receive updates about this product in future.","Tämä tuote on onnistuneesti lisätty seurantaan. Saat jatkossa päivityksiä tämän tuotteen tilanteesta."
"You successfully unsupscripted for this stock notification.","Tuote on poistettu seurannasta onnistuneesti."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Saat tilauksesta vahvistussähköpostin, joka sisältää tiedot tilauksestasi ja linkin, jolla voit seurata tilauksen etenemistä. "
"You're logged out","Et ole kirjautuneena sisään. "
"You're subscribed to the following products and will be notified as soon as they are back in stock.","Olet tilannut tuotehälytyksen ja ilmoitamme sinulle, kun tuotetta saapuu varastoomme."
"You've entered an incorrect coupon code. Please try again.","Virheellinen alennuskoodi. Yritä uudelleen."
"You've entered an incorrect coupon code. Please try again.","Virheellinen alennuskoodi. Yritä uudelleen."
"Your Account","Sinun profiili"
"Your Google reCAPTCHA validation is invalid.","Virheellinen Google reCAPTCHA"
"Your account","Sinun profiili"
"Your coupon has been removed.","Alennuskuponki poistettu."
"Your coupon has been successfully applied.","Your coupon has been successfully applied."
"Your email address","Sinun sähköpostiosoitteesi"
"Your feedback is important for us. Let us know what we could improve.","Palautteesi on meille tärkeää, jotta voimme kehittää palveluamme jatkossa."
"Your order has been received.","Olemme vastaanottaneet tilauksesi."
"Your order-number is:","Tilausnumerosi on:"
"Your purchase","Sinun ostoksesi"
"Your revocation is now in progress.","Kumoaminen käynnissä. "
"Your shopping cart is empty.","Ostoskorisi on tyhjä."
"Your wishlist is empty.","Toivelistasi on tyhjä."
"Zip-code *","Postinumero *"
"Zip-code must have at least 3 letters.","Postinumeron pitää sisältää vähintään 3 numeroa. "
"Zip-code","Postinumero"
"account settings","Asetukset"
"as low as","Vain"
"browse our catalog","Selaa tuotteitamme"
"color","Väri"
"excl.","poislukien"
"incl.","mukaanlukien"
"items per page","tuotteita per sivu"
"items","tuotteet"
"login","kirjaudu"
"or write to us through","tai ota yhteyttä"
"or","tai ota yhteyttä"
"orderStatus_canceled","Peruttu"
"orderStatus_complete","Lähetetty"
"orderStatus_pending","Käsittelyssä"
"orderStatus_preorder","Ennakkotilauksessa"
"orderStatus_processing","Käsittelyssä"
"our search","meidän haku"
"search","haku"
"size","koko"
"to find something beautiful for You!","tai löydä jotain upeaa itsellesi!"
"us a line here","us a line here"
"{count} items","{count} tuotteet"
"{incl} {rate}% VAT","poislukien toimituskulut"
"{incl} {rate}% VAT, Excl. shipping","{incl} {rate}% Arvonlisävero, poislukien toimituskulut"
"{name} is {height} tall and wears size {size}.","{name} on {height} pitkä ja käyttää kokoa {size}."
