"Deadline for entries is {showTo}. The decision is final.","Ostateczny termin zgłoszeń to {showTo}. Decyzja jest ostateczna."
"Default billing address","Domyślny adres rozliczeniowy"
"Default shipping address","Domyślny adres wysyłkowy"
"Delete","Usunąć"
"Delivery of your complete order not before official release. The preorder date is the release or delivery date for Germany, as we were told by the record label,the producer or the shipping company. There is no guarantee for a delivery on that date. In exceptional cases, especially for US imported products, there might be delays. As soon as we receive the article, we will ship it.","Kompletne zamówienie nie zostanie dostarczone przed oficjalna wersja. Data preorderu jest dniem, w którym nagranie ukazuje się na rynku niemieckim, podajemy ją na podstawie informacji otrzymanych od wydawnictwa, producenta lub firmy spedycyjnej. Data ta nie jest objęta gwarancją. W wyjątkowych przypadkach (ze szczególnym uwzględnieniem produktów importowanych ze Stanów Zjednoczonych), może wystąpić opóźnienie w realizacji zamówienia. Gdy tylko otrzymamy towar od producenta, jest on wysyłany w trybie natychmiastowym."
"Delivery of your complete order not before {date}. The preorder date is the release date for Germany, as we were told by the record label or distributor. There is no guarantee for a delivery on that date. In exceptional cases, especially for imported products, there might be delays. As soon as we receive the article, we will ship it.","Kompletne zamówienie nie zostanie dostarczone przed {date}, wszelkie dodatkowe produkty zawarte w zamówieniu nie zostaną wysłane, aż do tego dnia. Data preorderu jest dniem, w którym nagranie ukazuje się na rynku niemieckim, podajemy ją na podstawie informacji otrzymanych od wytwórni. Data ta nie jest objęta gwarancją. W wyjątkowych przypadkach (ze szczególnym uwzględnieniem produktów importowanych), może wystąpić opóźnienie w realizacji zamówienia. Gdy tylko otrzymamy towar od producenta, jest on wysyłany w trybie natychmiastowym."
"Delivery","Dostawa"
"Departments","Oddziały"
"Discount code","Kod zniżkowy"
"Discount","Zniżka"
"Don't hesitate and","Nie wahaj się i"
"E-mail address","Adres e-mail"
"E-mail us at <b>demo@vuestorefront.io</b> with any questions","sugestie, w jaki sposób możemy ulepszyć produkty lub doświadczenie zakupowe"
"Edit newsletter preferences","Edytuj preferencje newslettera"
"Edit payment","Edytuj płatność"
"Edit personal details","Edytuj dane osobowe"
"Edit profile","Edytuj profil"
"Edit shipping","Edytuj wysyłkę"
"Edit your profile","Edytuj swój profil"
"Edit your shipping details","Edytuj szczegóły wysyłki"
"Edit","Edytuj"
"Email address *","Adresy e-mail"
"Email address","Adres e-mail"
"Email has successfully been sent.","Wiadomość e-mail została wysłana pomyślnie"
"English","Angielski"
"Enter your email address. After submit you will receive an email with an reset-link.","Wpisz swój adres e-mail. Po przesłaniu otrzymasz wiadomość e-mail z linkiem do resetowania"
"Erin recommends","Erin poleca"
"Error while sending reset password e-mail","Błąd podczas wysyłania wiadomości e-mail dotyczącej resetowania hasła."
"Error","Bład."
"Everything new","Wszystko nowe"
"Expires at","Wygasa o "
"Extension developers would like to thank you for placing an order!","Twórcy rozszerzeń chcieliby podziękować za złożenie zamówienia!"
"Features","Cechy"
"Female","Płeć żeńska"
"Field is required","Pole jest wymagane"
"Filter by categories","Filtruj wg kategorii"
"Filter by categories","Filtruj wg kategorii"
"Filter {label}","Filtr {etykieta}"
"Filter","Filtr"
"Filters","Filtry"
"First name","Imię"
"Forgot the password?","Zapomniałeś hasła?"
"Forgot your house number?","Zapomniałeś numeru domu?"
"Gender","Płeć"
"General agreement","Ogólne porozumienie"
"German","Niemiecki"
"Germany","Niemcy"
"Get inspired","Zainspirować się"
"Get the Impericon Newsletter & and get yourself a 5€ gift.","Pobierz newsletter Impericon i otrzymaj prezent o wartości 5 €."
"Get your 5€ Voucher","Zdobądź kupon o wartości 5 €"
"Give a feedback","Przekaż opinię"
"Go review the order","Przejżyj zamówienie"
"Go to Facebook","Idź na Facebook"
"Go to Instagram","Idź na Instagram"
"Go to Pinterest","Idź na Pinterest"
"Go to Youtube","Idź na Youtube"
"Go to checkout","Idź do kasy"
"Help","Pomoc"
"Hi {firstname}","Cześć {imię}"
"Home","Dom"
"House/Apartment number *","Dom/Numer mieszkania *"
"House/Apartment number","Dom/Numer mieszkania"
"How did you like it?","Jak Ci się podobało?"
"I accept terms and conditions","Akceptuje regulamin"
"I accept","Akceptuje"
"I agree to","Zgadzam się"
"I have a company and want to receive an invoice for every order","Mam firmę i chcę otrzymywać fakturę na każde zamówienie"
"I have read and agree with the {terms}","{policy} and {zwrot}."
"I want to create an account","Chce utworzyć konto"
"I want to create an account'","Chce utworzyć konto"
"I want to generate an invoice for the company","Chcę wygenerować fakturę dla firmy"
"I want to receive a newsletter","Chcę otrzymywać newsletter"
"I want to receive a newsletter","i zgadzam się na jego warunki"
"If you need assistance you can drop {link}.","Jeśli potrzebujesz pomocy, możesz upuścić {link}."
"In sale","W sprzedaży"
"In stock & shippable","W magazynie & gotowe do wysyłki"
"Instant Checkout","Natychmiastowa realizacja zamówienia"
"Internal Server Error 500","Błąd zewnętrzny serwera 500"
"Invalid characters.","Nieprawidłowe znaki"
"Italian","Włoski"
"Italy","Włochy"
"Items ordered","Produkty zamówione"
"Kidswear","Odzież dziecięca"
"Last name","Nazwisko"
"Last update","Ostatnia aktualizacja"
"Latest","Najnowszy"
"Latest","Najnowszy"
"Leave us a 50 words review and win one of three {voucher} vouchers each month.","Zostaw nam recenzję na 50 słów i wygraj co miesiąc jeden z trzech kuponów {voucher}."
"Legal notice","Nota prawna"
"Load more","Załaduj więcej"
"Log in to your account","Zaloguj się na swoje konto"
"Log in","Zaloguj się"
"Login to your account","Zaloguj się na swoje konto"
"Login with Facebook","Zaloguj się poprzez Facebook"
"Logout of Facebook","Wyloguj się z Facebooka"
"Logout","Wyloguj się"
"Magazine","Magazyn"
"Male","Płeć męska"
"Men's fashion","Moda męska"
"More info's","więcej informacji"
"My Account","Moje Konto"
"My Recently viewed products","Moje ostatnio oglądane produkty"
"My account","Moje konto"
"My addresses","Moje adresy"
"My addresses","Moje adresy"
"My coupons","Moje kupony"
"My loyalty card","Moje karta lojalnościowa"
"My newsletter","Mój newsletter"
"My order","Moje zamówienie"
"My orders","Moje zamówienia"
"My product reviews","Moje recenzje produktów"
"My product-alerts","Moje powiadomienia o produktach"
"My profile","Mój profil"
"Name must have at least 2 letters.","Imię musi mieć przynajmniej 2 litery."
"Name must have at least 3 letters.","Imię musi mieć przynajmniej 3 litery"
"New Luma Yoga Collection","Nowa kolekcja Luma Yoga"
"New address","Nowy adres."
"New password *","Nowe hasło"
"New","Nowe"
"Newsletter","Newsletter"
"No informations","Brak informacji"
"No orders yet","Nie ma jeszcze zamówień"
"No products found!","Nie znaleziono produktów!"
"No products yet","Brak produktów"
"No results found","Nie znaleziono wyników"
"No results were found.","Nie znaleziono żadnych wyników."
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","Nie dodano jeszcze żadnych recenzji. Nie wahaj się podzielić swoją opinią i napisać pierwszą recenzję!"
"Not available in time","Obecnie niedostępne"
"Not yet an account?","Not yet an account?"
"Notice","Uwaga"
"Oh great, you are already subscribed","Och, świetnie, jesteś już subskrybowany"
"Onesize","Onesize"
"Only a few left","Zostało tylko kilka sztuk"
"Only alphanumeric characters are allowed.","Dopuszczalne są tylko znaki alfanumeryczne."
"Open menu","Otwórz menu"
"Open microcart","Otwórz mikrokart"
"Open my account","Otwórz moje konto"
"Open search panel","Otwórz panel wyszukiwania"
"Open wishlist","Otwórz listę życzeń"
"Order ID","ID zamówienia"
"Order Summary","Podsumowanie zamówienia"
"Order confirmation","Potwierdzenie zamówienia"
"Order","Zamówienie"
"Order-Review","Recenzja zamówienia"
"Orders","Zamówienia"
"Our {department}","Nasz {dział}"
"Participate now!","Weź udział już teraz"
"Password has successfully been changed","Hasło zostało pomyślnie zmienione"
"Password must have at least 8 letters.","Hasło musi zawierać co najmniej 8 liter."
"Password","Hasło"
"Passwords must be identical","Hasło musi być identyczne"
"Passwords must be identical.","Hasło musi być identyczne"
"Payment method","Metoda płatności"
"Payment","Płatność"
"Payments & Shipping","Płatności i wysyłka"
"Pcs.","Szt."
"Personal Details","Dane osobowe"
"Phone Number","Numer telefonu"
"Phone number may be needed by carrier","Numer telefonu może być wymagany przez operatora"
"Place the order","Złóż zamówienie"
"Please change Your search criteria and try again.","Zmień kryteria wyszukiwania i spróbuj ponownie."
"Please check if all data are correct","Sprawdź, czy wszystkie dane są poprawne."
"Please confirm order you placed when you was offline","Potwierdź zamówienie złożone w trybie offline"
"Please provide valid e-mail address.","Podaj prawidłowy adres e-mail."
"Please try again or contact our customer-support.","Spróbuj ponownie lub skontaktuj się z obsługą klienta."
"Please wait","Proszę czekać"
"Postcode","Kod pocztowy"
"Price (High to low)","Cena (od najwyższej do najniższej)"
"Price (Low to high)","Cena (od najniższej do najwyższej)"
"Price","Cena"
"Price","Cena"
"Price: High to low","Cena: od najwyższej do najniższej"
"Price: Low to high","Cena: od najniższej do najwyższej"
"Privacy Policy","Polityka Prywatności"
"Product Name","Nazwa produktu"
"Product details","Szczegóły produktu"
"Product details","Szczegóły produktu"
"Productdetails","Szczegóły produktu"
"Products","Produkty"
"Purchase","Zakup"
"Qty","Ilość"
"Quantity","Ilość"
"Read less","Czytaj mniej"
"Read more","Czytaj więcej"
"Register an account","Zarejestruj konto"
"Register now","Zarejestruj się teraz"
"Register with Facebook","Zarejestruj się przez Facebook"
"Register","Zarejestruj się"
"Release date","Data wydania"
"Remake order","Ponownie złóż zamówienie"
"Remember me","Zapamiętaj mnie"
"Remove discount code","Usuń kod zniżkowy"
"Remove from compare","Usuń z porównania"
"Remove","Usuń"
"Repeat new password *","Powtórz nowe hasło"
"Repeat password","Powtórz hasło"
"Request size","Zapytaj o rozmiar"
"Reset password","Zresetuj hasło"
"Resetting the password ...","Resetowanie hasła ..."
"Return Instructions","Instrukcje zwrotu"
"Return Policy","Polityka zwrotów"
"Return to log in","Wróć, aby się zalogować"
"Return to shopping","Wróć do zakupów"
"Returns","Zwroty"
"Review order","Przegląd zamówienia"
"Review order","Przegląd zamówienia"
"Review your order #{orderId}","Sprawdź swoje zamówienie # {orderId}"
"Review","Recenzja"
"Reviewrating: 1","1 - Eeee!"
"Reviewrating: 2","2. Nie, tak-nie, dlaczego nie."
"Reviewrating: 3","3 - Cicho dobrze"
"Reviewrating: 4","4 - Bardzo miły"
"Reviewrating: 5","5 - Niesamowite"
"Reviews","Recenzje"
"SKU","SKU"
"Safety","Bezpieczeństwo"
"Sale","Wyprzedaż"
"Save address","Zapisz adres"
"Search","Szukaj"
"Searched term should consist of at least 3 characters.","Wyszukiwany termin powinien składać się z co najmniej 3 znaków."
"See details","Zobacz szczegóły"
"See our bestsellers","Zobacz nasze bestsellery"
"Select No","Wybierz Nie"
"Select Yes","Wybierz Tak"
"Select color","Wybierz kolor"
"Select size","Wybierz rozmiar"
"Ship to my default address","Wysyłaj na mój domyślny adres"
"Shipment tracking","Śledzenie przesyłki"
"Shipping address","Adres przesyłki"
"Shipping method","Metoda przesyłki"
"Shipping","Przesyłka"
"Shopping cart","Koszyk"
"Shopping summary","Podsumowanie zakupów"
"Show less","Pokaż mniej"
"Show subcategories","Pokaż podkategorie"
"Sign up to our newsletter and receive a coupon for 10% off!","Zapisz się do naszego newslettera, a otrzymasz kupon na 10% zniżki!"
"Similar bands:","Podobne zespoły:"
"Similar products","Podobne produkty:"
"Similar products","Podobne produkty:"
"Size Chart","Tabela rozmiarów"
"Size guide","Tabela rozmiarów"
"Size requested","Wymagany rozmiar"
"Size","Rozmiar"
"Size","Rozmiar"
"Something went wrong ...","Coś poszło nie tak ..."
"Sorry  but you don't have any orders yet.
"Sorry but this competition is already over.
"Sort by","Sortuj według"
"State / Province","Stan / Województwo"
"Status","Status"
"Store locator","Znajdź sklep"
"Street *","Ulica *"
"Street","Ulica "
"Subscribe to the newsletter and receive a coupon for 10% off","Zapisz się do newslettera, a otrzymasz kupon na 10% zniżki"
"Subscribe","Subskrybuj"
"Subtotal","Suma częściowa"
"Swap navigation","Zmień nawigacje"
"Switch store","Zmień sklep"
"Tax ID *","Identyfikator podatkowy*"
"Tax ID must have at least 3 letters.","Identyfikator podatkowy musi mieć co najmniej 3 litery."
"Tax identification number *","Numer identyfikacji podatkowej *"
"Tax identification number must have at least 3 letters.","Numer identyfikacji podatkowej musi zawierać co najmniej 3 litery."
"Tax","Podatek"
"Telephone","Telefon"
"Terms and Conditions","Zasady i warunki"
"Thank you for your purchase!","Dziękujemy za zakupy!"
"Thank you","Twój e-mail został pomyślnie wysłany."
"Thank you. We successfully received your data and will inform you about further steps.","Dziękujemy Ci. Z powodzeniem otrzymaliśmy Twoje dane i poinformujemy Cię o dalszych krokach."
"The model","Model"
"The new account will be created with the purchase. You will receive details on e-mail.","Nowe konto zostanie utworzone wraz z zakupem. Otrzymasz szczegółowe informacje na e-mail."
"The server order id has been set to","Identyfikator zamówienia serwera został ustawiony na"
"There are no addresses yet.","Nie ma jeszcze adresów."
"There was an error while removing your coupon code. Please try again.","Wystąpił błąd podczas usuwania kodu kuponu. Prosimy spróbuj ponownie."
"There was an unexpected error. Please check your entered data and try again.","Wystąpił nieoczekiwany błąd. Sprawdź wprowadzone dane i spróbuj ponownie."
"These are your recent orders. Click for more details and options.","To są Twoje ostatnie zamówienia. Kliknij tutaj, aby uzyskać więcej informacji."
"This is a merch product of the above-named band. We want to point out that the article description is a paraphrasing specification in consideration of the imprinted motif.","To produkt handlowy wyżej wymienionego zespołu. Chcemy zaznaczyć, że opis artykułu jest specyfikacją parafrazującą z uwagi na nadrukowany motyw."
"This is not a valid postcode. Format: {code}","To nie jest poprawny kod pocztowy. Format: {kod}"
"This isn't a valid field value.","To nie jest poprawna wartość pola."
"This product is out of stock.","Ten produkt jest niedostępny."
"Toggle password visibility","Przełącz widoczność hasła"
"Track my order","Śledź moje zamówienie"
"Type what you are looking for...","Wpisz, czego szukasz ..."
"Type your opinion","Wpisz swoją opinię"
"Type","Rodzaj"
"Unfortunately we can't find the page you are looking for.","Niestety nie możemy znaleźć strony, której szukasz."
"United States","Stany Zjednoczone"
"Unset {{label}} filter","Wyłącz filtr {{etykieta}}"
"Update my preferences","Zaktualizuj moje preferencje"
"Update my profile","Zaktualizuj mój profil"
"Update my shipping details","Zaktualizuj moje szczegóły wysyłki"
"Use a valid date.","Użyj prawidłowej daty."
"Use as my default billing address","Użyj jako mojego domyślnego adresu rozliczeniowego"
"Use as my default shipping address","Użyj jako mojego domyślnego adresu wysyłki"
"Use my billing data","Użyj moich danych rozliczeniowych"
"Use my company's address details","Użyj danych adresowych mojej firmy"
"Use my company's address details","Użyj danych adresowych mojej firmy"
"VAT number","Numer VAT"
"Value","Wartość"
"View all {department}","Wyświetl wszystkie {dział}"
"View all","Pokaż wszystkie"
"View order","Zobacz zamówienie"
"We are going to reach out to you as soon as possible.","Skontaktujemy się z Tobą jak najszybciej."
"We are sorry you failed multiple times. You can contact our support for help.","Przykro nam, że wiele razy się nie udało. Możesz skontaktować się z naszym działem wsparcia w celu uzyskania pomocy."
"We are using cookies to give you the best experience on our site.","Używamy plików cookie, aby zapewnić najlepszą jakość korzystania z naszej witryny."
"We can't find the page","Nie możemy znaleźć strony"
"We found other products you might like","Znaleźliśmy inne produkty, które mogą Ci się spodobać"
"We will send you details regarding the order","Prześlemy ci szczegóły dotyczące zamówienia"
"We will send you the invoice to given e-mail address","Prześlemy Ci fakturę na podany adres e-mail"
"We've noticed Internal Server Error while rendering this request.","Podczas renderowania tego żądania zauważyliśmy wewnętrzny błąd serwera."
"We've sent password reset instructions to your email. Check your inbox and follow the link.","Wysłaliśmy instrukcje dotyczące resetowania hasła na Twój adres e-mail. Sprawdź swoją skrzynkę odbiorczą i kliknij link."
"What we can improve?","Co możemy poprawić?"
"Which size fits me?","Który rozmiar mi pasuje?"
"Wishlist","Lista życzeń"
"Women fashion","Moda Damska"
"Write a product review of your last orders products.","Napisz recenzję swoich produktów z ostatnich zamówień."
"Write a review and get a {voucher} voucher!","Napisz recenzję i zdobądź kupon {voucher}!"
"You are logged in as","Jesteś zalogowany jako"
"You are offline","niektóre funkcjonalności są ograniczone"
"You aren't subscribed to any product alerts.","Nie subskrybujesz żadnych powiadomień o produktach."
"You can also use {link} to find anything you were looking for.","Możesz także użyć {link}, aby znaleźć wszystko, czego szukałeś."
"You can find us on","Możesz znaleźć nas na"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data","</b> sprawdź <b> historię transakcji"
"You can manage your subscription in your {account-settings}.","Możesz zarządzać swoją subskrypcją w {ustawienia konta}."
"You have been successfully subscribed to our newsletter!","Zostałeś pomyślnie zapisany do naszego newslettera!"
"You have been successfully unsubscribed from our newsletter!","Zostałeś pomyślnie wypisany z naszego newslettera!"
"You have no items to compare.","Nie masz produktów do porównania."
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","Pomyślnie złożyłeś zamówienie. Możesz sprawdzić status swojego zamówienia, korzystając z naszej funkcji <b> status dostawy </b>. Otrzymasz wiadomość e-mail z potwierdzeniem zamówienia ze szczegółami zamówienia oraz link do śledzenia jego postępu."
"You may like these too","Te też mogą ci się spodobać"
"You must accept the terms and conditions.","Musisz zaakceptować warunki."
"You successfully subscribed yourself to this products stock notifications. You will receive updates about this product in future.","Z powodzeniem zasubskrybowałeś powiadomienia o zapasach tego produktu. W przyszłości będziesz otrzymywać informacje o tym produkcie."
"You successfully unsupscripted for this stock notification.","Pomyślnie anulowano zapisywanie tego powiadomienia dotyczącego asortymentu."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Otrzymasz wiadomość e-mail z potwierdzeniem zamówienia ze szczegółami zamówienia oraz link do śledzenia jego postępu."
"You're logged out","Wylogowano"
"You're subscribed to the following products and will be notified as soon as they are back in stock.","Subskrybujesz następujące produkty i zostaniesz o tym powiadomiony, gdy tylko będą ponownie dostępne w magazynie."
"You've entered an incorrect coupon code. Please try again.","Podałeś nieprawidłowy kod kuponu. Proszę spróbuj ponownie."
"You've entered an incorrect coupon code. Please try again.","Podałeś nieprawidłowy kod kuponu. Proszę spróbuj ponownie."
"Your Account","Twoje konto"
"Your Google reCAPTCHA validation is invalid.","Twoja weryfikacja Google reCAPTCHA jest nieprawidłowa."
"Your account","Twoje konto"
"Your coupon has been removed.","Twój kupon został usunięty."
"Your coupon has been successfully applied.","Twój kupon został pomyślnie zastosowany."
"Your email address","Twój adres e-mail"
"Your feedback is important for us. Let us know what we could improve.","Twoja opinia jest dla nas ważna. Daj nam znać, co możemy poprawić."
"Your order has been received.","Twoje zamówienie zostało odebrane."
"Your order-number is:","Twój numer zamówienia to:"
"Your purchase","Twój zakup"
"Your revocation is now in progress.","Twoje odwołanie jest teraz w toku."
"Your shopping cart is empty.","Twój koszyk jest pusty."
"Your wishlist is empty.","Twoja lista życzeń jest pusta."
"Zip-code *","Kod pocztowy *"
"Zip-code must have at least 3 letters.","Kod pocztowy musi zawierać co najmniej 3 litery."
"Zip-code","kod pocztowy"
"account settings","ustawienia konta"
"as low as","tak niski jak"
"browse our catalog","przeglądaj nasz katalog"
"color","kolor"
"excl.","wył."
"incl.","w tym"
"items per page","przedmioty na stronę"
"items","przedmioty na stronę"
"login","Zaloguj się"
"or write to us through","lub napisz do nas za pośrednictwem"
"or","lub"
"orderStatus_canceled","Anulowane"
"orderStatus_complete","Wysłane"
"orderStatus_pending","W oczekiwaniu"
"orderStatus_preorder","Przedsprzedaż"
"orderStatus_processing","Przetwarzanie"
"our search","nasze wyszukiwanie"
"search","szukaj"
"size","rozmiar"
"to find something beautiful for You!","znaleźć coś pięknego dla Ciebie!"
"us a line here","upuść linię tutaj"
"{count} items","{liczyć} produkty"
"{incl} {rate}% VAT","wył. wysyłkę"
"{name} is {height} tall and wears size {size}.","{imię} ma {wzrost} wzrostu i nosi rozmiar {rozmiar}"
