"Discount code","slevový kody"
"Discount","sleva"
"Don't hesitate and","Neváhejte a"
"E-mail address","e-mailová adresa"
"E-mail us at <b>demo@vuestorefront.io</b> with any questions","návrhy, jak bychom mohli vylepšit produkty nebo zážitek z nakupování"
"Edit newsletter preferences","Upravit předvolby newsletteru"
"Edit payment","Upravit palbu"
"Edit personal details","Upravit osobní informace"
"Edit profile","Upravit profil"
"Edit shipping","Upravit doručení"
"Edit your profile","Upravit tvůj profil"
"Edit your shipping details"," Upravit doručovací informace"
"Edit","Upravit"
"Email address *","E-mailová adresa"
"Email address","E-mailová adresa"
"Email has successfully been sent.","E-mail byl úspěšně odeslán"
"English","Angličtina"
"Enter your email address. After submit you will receive an email with an reset-link.","Vložte svou e-mailovou adresu. Po odeslání obdržíte e-mail s odkazem na resetování."
"Erin recommends","Erin doporučuje"
"Error while sending reset password e-mail","Chyba při odesílání e-mailu s resetovacím heslem"
"Error","Error"
"Everything new","Všechno nové"
"Expires at","Platnost vyprší v"
"Extension developers would like to thank you for placing an order!","Vývojáři rozšíření by vám rádi poděkovali za zadání objednávky!"
"Features","Funkce"
"Female","žena"
"Field is required","Políčko je vyžadováno"
"Filter by categories","Filtrovat podle kategorií"
"Filter by categories","Filtrovat podle kategorií"
"Filter {label}","Filtrovat"
"Filter","Filter"
"Filters","Filtery"
"First name","Křestní jméno"
"Forgot the password?","Zapomněli jste heslo?"
"Forgot your house number?","Zapomněli jste své číslo domu?"
"Gender","Gender"
"General agreement","Obecná dohoda"
"German","Německo"
"Germany","Německo"
"Get inspired","Buď inspirován"
"Get the Impericon Newsletter & and get yourself a 5€ gift.","Získejte Impericon Newsletter a získejte dárek 5 €."
"Get your 5€ Voucher","Dostaň svůj 5€ voucher"
"Give a feedback","Dej nám vědět!"
"Go review the order","Přejít na objednávku"
"Go to Facebook","Běž na Facebook"
"Go to Instagram","Běž na Instagram"
"Go to Pinterest","Běž na Pinterest"
"Go to Youtube","Běž na Youtube"
"Go to checkout","Přejít na pokladnu"
"Help","Pomoc"
"Hi {firstname}","Ahoj (Křestní jméno)"
"Home","Domov"
"House/Apartment number *","Číslo domu / bytu *"
"House/Apartment number","Číslo domu / bytu"
"How did you like it?","Jak se ti to líbilo?"
"I accept terms and conditions","Souhlasím s podmínkami"
"I accept","přijímám"
"I agree to","Souhlasím s"
"I have a company and want to receive an invoice for every order","Mám společnost a chci dostávat fakturu za každou objednávku"
"I have read and agree with the {terms}","{politika} a {návrat}."
"I want to create an account","Chci si vytvořit účet"
"I want to create an account'","Chci si vytvořit účet '"
"I want to generate an invoice for the company","Chci pro společnost vygenerovat fakturu"
"I want to receive a newsletter","Chci dostávat informační newsletter"
"I want to receive a newsletter","a souhlasit s jeho podmínkami"
"If you need assistance you can drop {link}.","Pokud potřebujete pomoc, můžete zrušit {link}."
"In sale","v prodeji"
"In stock & shippable","Na skladě a odeslání"
"Instant Checkout","Okamžitá platba"
"Internal Server Error 500","Internal Server Error 500"
"Invalid characters.","Neplatné znaky"
"Italian","Italský"
"Italy","Italie"
"Items ordered","Položky byly objednány"
"Kidswear","Dětské oblečení"
"Last name","Přijmení"
"Last update","Poslední update"
"Latest","Poslední"
"Latest","Poslední"
"Leave us a 50 words review and win one of three {voucher} vouchers each month.","Nechte nás zkontrolovat 50 slov a každý měsíc vyhrajte jeden ze tří kupónů {voucher}."
"Legal notice","Zákonné oznámení"
"Load more","Načíst víc"
"Log in to your account","Přihlaste se ke svému účtu"
"Log in","Přihlaste se"
"Login to your account","Přihlaste se ke svému účtu"
"Login with Facebook","Přihlaste s Facebookem"
"Logout of Facebook","Ohlašte se z Facebooku"
"Logout","Logout"
"Magazine","Magazine"
"Male","Muž"
"Men's fashion","Mužská moda"
"More info's","Více informací"
"My Account","Můj účet"
"My Recently viewed products","Moje naposledy zobrazené produkty"
"My account","Můj účet"
"My addresses","Moje adresa"
"My addresses","Moje adresy"
"My coupons","Moje kupóny"
"My loyalty card","Moje věrnostní karta"
"My newsletter","Můj newsletter"
"My order","Můj rozkaz"
"My orders","Moje objednávky"
"My product reviews","Moje recenze produktů"
"My product-alerts","Moje upozornění na produkt"
"My profile","Můj profil"
"Name must have at least 2 letters.","Jméno musí mít alespoň 2 písmena."
"Name must have at least 3 letters.","Jméno musí mít alespoň 3 písmena."
"New Luma Yoga Collection","Nová kolekce jógy Luma"
"New address","Nová adresa"
"New password *","Nové heslo"
"New","Nové" 
"Newsletter","Newsletter"
"No informations","Žádné informace"
"No orders yet","Zatím žádná objednávka"
"No products found!","Nebyly nalezeny žádné produkty!"
"No products yet","Nebyly nalezeny žádné produkty!"
"No results found","Nebyly nalezeny žádný výsledek"
"No results were found.","Nebyly nalezeny žádný výsledek"
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","Zatím nebyly zveřejněny žádné recenze. Neváhejte se podělit o svůj názor a napsat první recenzi!"
"Not available in time","Není k dispozici včas"
"Not yet an account?","Ještě nemáte účet?"
"Oh great, you are already subscribed","Skvělé, jste již přihlášeni"
"Onesize","Onesize"
"Onesize","Univerzální velikost"
"Only a few left","Zbývá už jen pár"
"Only alphanumeric characters are allowed.","Zbývá už jen pár..."
"Open menu","Otevři menu"
"Open microcart","Otevřete mikrokarton"
"Open my account","Otevři můj účet"
"Open search panel","Otevři vyhledávací panel"
"Open wishlist","Otevřete seznam přání"
"Order ID","číslo objednávky"
"Order Summary","Přehled objednávky"
"Order confirmation","Potvrzení objednávky"
"Order","Objednat"
"Order-Review","Kontrola objednávky"
"Orders","Orders"
"Our {department}","Naše {oddělení}"
"Participate now!","Zúčastněte se hned!"
"Password has successfully been changed","Heslo bylo úspěšně změněno"
"Password must have at least 8 letters.","Heslo musí obsahovat nejméně 8 písmen."
"Password","Heslo"
"Passwords must be identical","Hesla musí být totožná"
"Passwords must be identical.","Hesla musí být totožná."
"Payment method","Způsob platby"
"Payment","Způsob platby"
"Payments & Shipping","Platba a doručení"
"Pcs.","Pcs."
"Personal Details","Osobní údaje"
"Phone Number","Telefonní číslo"
"Phone number may be needed by carrier","Dopravce může potřebovat telefonní číslo"
"Place the order","Zadat objednávku"
"Please change Your search criteria and try again.","Změňte prosím kritéria vyhledávání a zkuste to znovu."
"Please check if all data are correct","Please check if all data are correct"
"Please confirm order you placed when you was offline","Potvrďte objednávku, kterou jste zadali, když jste byli offline"
"Please provide valid e-mail address.","Uveďte prosím platnou e-mailovou adresu."
"Please try again or contact our customer-support.","Zkuste to prosím znovu nebo kontaktujte naši zákaznickou podporu."
"Please wait","Prosím, čekejte"
"Postcode","Poštovní kody"
"Price (High to low)","Cena (od nejvyšší k nejnižší)"
"Price (Low to high)","Cena (od nejnižší k nejvyšší)"
"Price","Cena"
"Price","Cena"
"Price: High to low","Cena: od nejvyšší k nejnižší"
"Price: Low to high","Cena: od nejnižší k nejvyšší"
"Privacy Policy","Zásady ochrany osobních údajů"
"Product Name","jméno výrobku"
"Product details","Detaily produktu"
"Product details","Detaily produktu"
"Productdetails","Productdetail"
"Products","produkty"
"Purchase","Nákup"
"Qty","Qty"
"Quantity","Množství"
"Read less","Číst méně"
"Read more","Přečtěte si více"
"Register an account","Zaregistrujte si účet"
"Register now","Zaregistrujte se nyní"
"Register with Facebook","Zaregistrujte se na Facebooku"
"Register","Registrovat"
"Release date","Datum vydání"
"Remake order","Remake order"
"Remember me","Zapamatuj si mě"
"Remove discount code","Odstraňte slevový kód"
"Remove from compare","Odebrat z porovnání"
"Remove","Odstranit"
"Repeat new password *","Opakujte nové heslo *"
"Repeat password","Zopakovat heslo"
"Request size","Velikost požadavku"
"Reset password","Reset password"
"Resetting the password ...","Obnovit heslo"
"Return Instructions","Pokyny pro vrácení"
"Return Policy","Reklamační řád"
"Return to log in","Návrat k přihlášení"
"Return to shopping","Návrat k přihlášení"
"Returns","Vrací se"
"Review order","Zkontrolovat objednávku"
"Review order","Zkontrolovat objednávku"
"Review your order #{orderId}","Zkontrolujte objednávku # {orderId}"
"Review","Recenze"
"Reviewrating: 1","1 - Ehhhw!"
"Reviewrating: 2","2 - Ne, ano, ne, proč ne."
"Reviewrating: 3","3 - Ticho dobré"
"Reviewrating: 4","4 - Really nice"
"Reviewrating: 5","5 - Úžasné"
"Reviews","Recenze"
"SKU","SKU"
"Safety","Bezpečnost"
"Sale","Prodej"
"Save address","Uložit adresu"
"Search","Vyhledávání"
"Searched term should consist of at least 3 characters.","Hledaný výraz by měl obsahovat alespoň 3 znaky."
"See details","Zobrazit podrobnosti"
"See our bestsellers","Podívejte se na naše bestsellery"
"Select No","Vyberte Ne"
"Select Yes","Vyberte Ano"
"Select color","Select color"
"Select size","Vyberte velikost"
"Ship to my default address","Odeslat na moji výchozí adresu"
"Shipment tracking","Sledování zásilky"
"Shipping address","Doručovací adresa"
"Shipping method","Způsob dopravy"
"Shipping","Lodní doprava"
"Shopping cart","Nákupní košík"
"Shopping summary","Shrnutí nákupu"
"Show less","Ukaž méně"
"Show subcategories","Zobrazit podkategorie"
"Sign up to our newsletter and receive a coupon for 10% off!","Přihlaste se k odběru našeho zpravodaje a získejte slevu 10%!"
"Similar bands:","Podobné kapely:"
"Similar products","Podobné produkty"
"Similar products","Similar products"
"Size Chart","Tabulka velikostí"
"Size guide","Průvodce velikostmi"
"Size requested","Požadovaná velikost"
"Size","Velikost"
"Size","Velikost"
"Something went wrong ...","Něco se pokazilo ..."
"Sorry  but you don't have any orders yet.
"Sorry but this competition is already over.
"Sort by","Seřazeno podle"
"State / Province","Stát / provincie"
"Status","Status"
"Store locator","Lokalizátor obchodů"
"Street *","Ulice *"
"Street","Ulice *"
"Subscribe to the newsletter and receive a coupon for 10% off","Přihlaste se k odběru novinek a získejte kupón se slevou 10%"
"Subscribe","předplatit"
"Subtotal","Mezisoučet"
"Swap navigation","Přepnout navigaci"
"Switch store","Přepnout obchod"
"Tax ID *","DIČ *"
"Tax ID must have at least 3 letters.","DIČ musí mít alespoň 3 písmena."
"Tax identification number *","Identifikační číslo daně *"
"Tax identification number must have at least 3 letters.","Daňové identifikační číslo musí obsahovat alespoň 3 písmena."
"Tax","Daň"
"Telephone","Telefon"
"Terms and Conditions","Pravidla a podmínky"
"Thank you for your purchase!","Děkuji za Váš nákup!"
"Thank you","váš e-mail byl úspěšně odeslán."
"Thank you. We successfully received your data and will inform you about further steps.","Děkuji. Vaše údaje jsme úspěšně obdrželi a budeme vás informovat o dalších krocích."
"The model","Model"
"The new account will be created with the purchase. You will receive details on e-mail.","Nový účet bude vytvořen s nákupem. Podrobnosti obdržíte na e-mail."
"The server order id has been set to","ID objednávky serveru bylo nastaveno na"
"There are no addresses yet.","Nejsou zatím žádné adresy."
"There was an error while removing your coupon code. Please try again.","Při odstraňování kódu kupónu došlo k chybě. Prosím zkuste to znovu."
"There was an unexpected error. Please check your entered data and try again.","Došlo k neočekávané chybě. Zkontrolujte prosím zadaná data a zkuste to znovu."
"These are your recent orders. Click for more details and options.","Toto jsou vaše nedávné objednávky. Kliknutím zobrazíte další podrobnosti a možnosti."
"This is a merch product of the above-named band. We want to point out that the article description is a paraphrasing specification in consideration of the imprinted motif.","Toto je obchodní produkt výše uvedené skupiny. Chceme zdůraznit, že popis článku je parafrázující specifikací s ohledem na potištěný motiv."
"This is not a valid postcode. Format: {code}","Toto není platné poštovní směrovací číslo. Formát: {code}"
"This isn't a valid field value.","Toto není platná hodnota pole."
"This product is out of stock.","Tento produkt není na skladě."
"Toggle password visibility","Přepnout viditelnost hesla"
"Track my order","Sledovat mou objednávku"
"Type what you are looking for...","Zadejte, co hledáte ..."
"Type your opinion","Napište svůj názor"
"Type","Typ"
"Unfortunately we can't find the page you are looking for.","Hledanou stránku bohužel nemůžeme najít."
"United States","Spojené státy"
"Unset {{label}} filter","Zrušte nastavení filtru {{label}}"
"Update my preferences","Aktualizovat moje preference"
"Update my profile","Aktualizovat můj profil"
"Update my shipping details","Aktualizovat moje přepravní údaje"
"Use a valid date.","Použijte platné datum."
"Use as my default billing address","Použít jako moji výchozí fakturační adresu"
"Use as my default shipping address","Použít jako moji výchozí dodací adresu"
"Use my billing data","Použít moje fakturační údaje"
"Use my company's address details","Použijte podrobnosti o mé společnosti"
"Use my company's address details","Použijte podrobnosti o mé společnosti"
"VAT number","VAT number"
"Value","Hodnota"
"View all {department}","Zobrazit vše {department}"
"View all","Zobrazit vše"
"View order","Zobrazit objednávku"
"We are going to reach out to you as soon as possible.","Budeme vás kontaktovat co nejdříve."
"We are sorry you failed multiple times. You can contact our support for help.","Litujeme, že jste několikrát selhal. Můžete požádat o pomoc naši podporu."
"We are using cookies to give you the best experience on our site.","Používáme cookies, abychom vám na našem webu poskytli nejlepší zážitek."
"We can't find the page","Stránku nemůžeme najít"
"We found other products you might like","Našli jsme další produkty, které by se vám mohly líbit"
"We will send you details regarding the order","Podrobnosti o objednávce vám zašleme"
"We will send you the invoice to given e-mail address","Fakturu zašleme na uvedenou e-mailovou adresu"
"We've noticed Internal Server Error while rendering this request.","Při vykreslování tohoto požadavku jsme zaznamenali interní chybu serveru."
"We've sent password reset instructions to your email. Check your inbox and follow the link.","Na váš e-mail jsme zaslali pokyny k obnovení hesla. Zkontrolujte doručenou poštu a klikněte na odkaz."
"What we can improve?","Co můžeme zlepšit?"
"Which size fits me?","Která velikost se mi hodí?"
"Wishlist","Seznam přání"
"Women fashion","Dámská móda"
"Write a product review of your last orders products.","Napište recenzi produktu vašich posledních objednávek."
"Write a review and get a {voucher} voucher!","Napište recenzi a získejte {voucher} voucher!"
"You are logged in as","Jste přihlášen jako"
"You are offline","some of the functionalities are limited"
"You aren't subscribed to any product alerts.","Nejste přihlášeni k odběru žádných upozornění na produkty."
"You can also use {link} to find anything you were looking for.","Můžete také použít {link} k nalezení všeho, co jste hledali."
"You can find us on","Najdete nás na"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data","</b> zkontrolujte <b> historii transakcí"
"You can manage your subscription in your {account-settings}.","Předplatné můžete spravovat v {account-settings}."
"You have been successfully subscribed to our newsletter!","Úspěšně jste se přihlásili k odběru našeho zpravodaje!"
"You have been successfully unsubscribed from our newsletter!","Byl jste úspěšně odhlášen z našeho zpravodaje!"
"You have no items to compare.","Nemáte žádné položky k porovnání."
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","Úspěšně jste zadali objednávku. Stav vaší objednávky můžete zkontrolovat pomocí naší funkce <b> stavu doručení </b>. Obdržíte e-mail s potvrzením objednávky s podrobnostmi o vaší objednávce a odkazem na její průběh."
"You may like these too","You may like these too"
"You must accept the terms and conditions.","Musíte přijmout smluvní podmínky."
"You successfully subscribed yourself to this products stock notifications. You will receive updates about this product in future.","Úspěšně jste se přihlásili k odběru těchto oznámení o zásobách produktů. V budoucnu obdržíte informace o tomto produktu."
"You successfully unsupscripted for this stock notification.","Úspěšně jste odhlásili toto oznámení o akciích."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Obdržíte e-mail s potvrzením objednávky s podrobnostmi o vaší objednávce a odkazem na její průběh."
"You're logged out","Jste odhlášeni"
"You're subscribed to the following products and will be notified as soon as they are back in stock.","Jste přihlášeni k odběru následujících produktů a budete informováni, jakmile budou na skladě."
"You've entered an incorrect coupon code. Please try again.","Zadali jste nesprávný kód kupónu. Prosím zkuste to znovu."
"You've entered an incorrect coupon code. Please try again.","Zadali jste nesprávný kód kupónu. Prosím zkuste to znovu."
"Your Account","Váš účet"
"Your Google reCAPTCHA validation is invalid.","Vaše ověření Google reCAPTCHA je neplatné."
"Your account","Váš účet"
"Your coupon has been removed.","Váš kupón byl odstraněn."
"Your coupon has been successfully applied.","Váš kupón byl úspěšně použit."
"Your email address","Tvoje e-mailová adresa"
"Your feedback is important for us. Let us know what we could improve.","Vaše zpětná vazba je pro nás důležitá. Dejte nám vědět, co bychom mohli zlepšit."
"Your order has been received.","Vaše objednávka byla přijata."
"Your order-number is:","Your order-number is:"
"Your purchase","Váš nákup"
"Your revocation is now in progress.","Vaše odvolání nyní probíhá."
"Your shopping cart is empty.","Váš nákupní košík je prázdný."
"Your wishlist is empty.","Váš seznam přání je prázdný."
"Zip-code *","PSČ *"
"Zip-code must have at least 3 letters.","PSČ musí mít alespoň 3 písmena"
"Zip-code","PSČ"
"account settings","nastavení účtu"
"as low as","tak nízko jako"
"browse our catalog","procházejte náš katalog"
"color","barva"
"excl.","excl."
"incl.","incl."
"items per page","Položek na stránce"
"items","Položka"
"login","login"
"or write to us through","nebo nám napište"
"or","nebo"
"orderStatus_canceled","Zrušeno"
"orderStatus_complete","Odesláno"
"orderStatus_pending","čekající"
"orderStatus_preorder","Předobjednávka"
"orderStatus_processing","zpracovává se"
"our search","naše hledání"
"search","Vyhledávání"
"size","velikost"
"to find something beautiful for You!","najít pro vás něco krásného!"
"us a line here","nám tu linku"
"{count} items","{sčítání} položek"
"{incl} {rate}% VAT","Bez lodní přepravy"
"{name} is {height} tall and wears size {size}.","jméno} je {výška} vysoký a má velikost {velikost}."
