"Use my company's address details","Use my company's address details"
"Use my company's address details","Use my company's address details"
"VAT number","VAT number"
"Value","Value"
"View all {department}","View all {department}"
"View all","View all"
"View order","View order"
"We are sorry you failed multiple times. You can contact our support for help.","We are sorry you failed multiple times. You can contact our support for help."
"We are using cookies to give you the best experience on our site.","We are using cookies to give you the best experience on our site."
"We can't find the page","We can't find the page"
"We found other products you might like","We found other products you might like"
"We will send you details regarding the order","We will send you details regarding the order"
"We will send you the invoice to given e-mail address","We will send you the invoice to given e-mail address"
"We've noticed Internal Server Error while rendering this request.","We've noticed Internal Server Error while rendering this request."
"We've sent password reset instructions to your email. Check your inbox and follow the link.","We've sent password reset instructions to your email. Check your inbox and follow the link."
"What we can improve?","What we can improve?"
"Which size fits me?","Which size fits me?"
"Wishlist","Wishlist"
"Women fashion","Women fashion"
"Write a product review of your last orders products.","Write a product review of your last orders products."
"You are logged in as","You are logged in as"
"You are offline, some of the functionalities are limited","You are offline, some of the functionalities are limited"
"You aren't subscribed to any product alerts.","You aren't subscribed to any product alerts."
"You can also use {link} to find anything you were looking for.","You can also use {link} to find anything you were looking for."
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>","You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>"
"You can manage your subscription in your {account-settings}.","You can manage your subscription in your {account-settings}."
"You have been successfully subscribed to our newsletter!","You have been successfully subscribed to our newsletter!"
"You have been successfully unsubscribed from our newsletter!","You have been successfully unsubscribed from our newsletter!"
"You have no items to compare.","You have no items to compare."
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress."
"You may like these too","You may like these too"
"You must accept the terms and conditions.","You must accept the terms and conditions."
"You successfully subscribed yourself to this products stock notifications. You will receive updates about this product in future.","You successfully subscribed yourself to this products stock notifications. You will receive updates about this product in future."
"You successfully unsupscripted for this stock notification.","You successfully unsupscripted for this stock notification."
"You're logged out","You're logged out"
"You're subscribed to the following products and will be notified as soon as they are back in stock.","You're subscribed to the following products and will be notified as soon as they are back in stock."
"You've entered an incorrect coupon code. Please try again.","You've entered an incorrect coupon code. Please try again."
"You've entered an incorrect coupon code. Please try again.","You've entered an incorrect coupon code. Please try again."
"Your Account","Your Account"
"Your Google reCAPTCHA validation is invalid.","Your Google reCAPTCHA validation is invalid."
"Your account","Your account"
"Your coupon has been removed.","Your coupon has been removed."
"Your coupon has been successfully applied.","Your coupon has been successfully applied."
"Your feedback is important for us. Let us know what we could improve.","Your feedback is important for us. Let us know what we could improve."
"Your purchase","Your purchase"
"Your shopping cart is empty.","Your shopping cart is empty."
"Your wishlist is empty.","Your wishlist is empty."
"Zip-code *","Zip-code *"
"Zip-code must have at least 3 letters.","Zip-code must have at least 3 letters."
"Zip-code","Zip-code"
"account settings","account settings"
"as low as","as low as"
"browse our catalog","browse our catalog"
"color","color"
"excl.","excl."
"incl.","incl."
"login","login"
"or write to us through","or write to us through"
"or","or"
"orderStatus_canceled","Canceled"
"orderStatus_complete","Shipped"
"orderStatus_pending","Pendig"
"orderStatus_preorder","Preorder"
"orderStatus_processing","Processing"
"our search","our search"
"search","search"
"size","size"
"to find something beautiful for You!","to find something beautiful for You!"
"us a line here","us a line here"
"{count} items","{count} items"
"{incl} {rate}% VAT, Excl. shipping","{incl} {rate}% VAT, Excl. shipping"
"{name} is {height} tall and wears size {size}.","{name} is {height} tall and wears size {size}."
